Name of Author,Title of Research Paper,Name of Journal,Year,Category of Journal/ IF,Volume#,Page#,source,Dept
"Taha, Muhammad; Ismail, Nor Hadiani; Ali, Muhammad; Khan, Khalid M; Jamil, Waqas; Kashif, Syed Muhammad; Asraf, Mohammad",Synthesis of indole-2-hydrazones in search of potential leishmanicidal agents,MED CHEM RES,2014,ISI WEB OF SCI,23,10.1007/s00044-014-1082-1,,
"Soomro, Razium A; Nafady, Ayman; Sirajuddin; Memon, Najma; Sherazi, Tufail H; Kalwar, Nazar H",L-cysteine protected copper nanoparticles as colorimetric sensor for mercuric ions,TALANTA,2014,ISI WEB OF SCI,130,10.1016/j.talanta.2014.07.023,,
"Kandhro, Ghulam A; Soylak, Mustafa; Kazi, Tasneem Gul",Solid Phase Extraction of Thorium on Multiwalled Carbon Nanotubes Prior to UV-Vis Spectrophotometric Determination in Ore Samples,ATOM SPECTROSC,2014,ISI WEB OF SCI,35,,,
"Kazi, Tasneem G; Kolachi, Nida E; Afridi, Hassan I; Brahman, Kapil Dev; Shah, Faheem",Determination of Total Selenium in Pharmaceutical and Herbal Supplements by Hydride Generation and Graphite Furnace Atomic Absorption Spectrometry,J AOAC INT,2014,ISI WEB OF SCI,97,10.5740/jaoacint.12-413,,
"Fahim, Faiza; Naseer, Ayesha; Ahmed, Shakil; Sherazi, Syed Tufail H; Bhanger, Muhammad I",A Green Approach for the Determination of Selected Anti-Diabetic Drugs in Pharmaceutical Formulation by Transmission FTIR Spectroscopy,J BRAZIL CHEM SOC,2014,ISI WEB OF SCI,25,10.5935/0103-5053.20140188,,
"Memon, Imran; Domenic, Kamenyi; Memon, Hina; Akhtar, Rizwan; Yong, Wang; Zhang, Fengli",Rumor Riding: An Anonymity Approach for Decentralized Peer to Peer Systems,WIRELESS PERS COMMUN,2014,ISI WEB OF SCI,79,10.1007/s11277-014-1878-9,,
"Memon, Imran; Mohammed, Mohammed Ramadan; Akhtar, Rizwan; Memon, Hina; Memon, Muhammad Hammad; Shaikh, Riaz Ahmed",Design and Implementation to Authentication over a GSM System Using Certificate-Less Public Key Cryptography (CL-PKC),WIRELESS PERS COMMUN,2014,ISI WEB OF SCI,79,10.1007/s11277-014-1879-8,,
"Talpur, M Younis; Kara, Huseyin; Sherazi, S T H; Ayyildiz, H Filiz; Topkafa, Mustafa; Arslan, Fatma Nur; Naz, Saba; Durmaz, Fatih; Sirajuddin",Application of multivariate chemometric techniques for simultaneous determination of five parameters of cottonseed oil by single bounce attenuated total reflectance Fourier transform infrared spectroscopy,TALANTA,2014,ISI WEB OF SCI,129,10.1016/j.talanta.2014.04.002,,
"Junejo, Y; Guner, A; Baykal, A",Synthesis and characterization of amoxicillin derived silver nanoparticles: Its catalytic effect on degradation of some pharmaceutical antibiotics,APPL SURF SCI,2014,ISI WEB OF SCI,317,10.1016/j.apsusc.2014.08.133,,
"Mahar, Muhammad Tariq; Khuhawar, Muhammad Yar; Baloch, Mushtaq Ahamad; Jahangir, Taj Muhammad; Majidano, Subhan Ali",Determination of Amino Acids in Industrial Effluents Contaminated Soil,J CHEM SOC PAKISTAN,2014,ISI WEB OF SCI,36,,,
"Memon, S A; Laghari, N A; Qureshi, S T; Mehdi, F",Assessment of molybdenum breakthrough levels in molybdenum-99/technetium-99m generators: One year experience at NIMRA Jamshoro Pakistan,INT J RADIAT RES,2014,ISI WEB OF SCI,12,,,
"Kalhoro, Muhsan Ali; Liu Qun; Memon, Khadim Hussain; Chang, Mohammad Saleem; Zhang Kui",Population dynamics of Japanese threadfin bream Nemipterus japonicus from Pakistani waters,ACTA OCEANOL SIN,2014,ISI WEB OF SCI,33,10.1007/s13131-014-0401-1,,
"Bawany, Faizan Imran; Khan, Muhammad Shahzeb; Shoaib, Atif Bilal; Naeem, Muhammad; Kazi, Abdul Nafey; Shehzad, Abdul Moid",Knowledge and Practices of Barbers Regarding HIV Transmission in Karachi: A Cross-Sectional Study,J COMMUN HEALTH,2014,ISI WEB OF SCI,39,10.1007/s10900-014-9835-9,,
"Arain, Sadaf Sadia; Kazi, Tasneem Gul; Arain, Jamshed Bashir; Afridi, Hassan Imran; Kazi, Atif Gul; Nasreen, Syeda; Brahman, Kapil Dev",Determination of nickel in blood and serum samples of oropharyngeal cancer patients consumed smokeless tobacco products by cloud point extraction coupled with flame atomic absorption spectrometry,ENVIRON SCI POLLUT R,2014,ISI WEB OF SCI,21,10.1007/s11356-014-3091-5,,
"Safdar, M; Junejo, Y; Arman, Kaifee; Abasiyanik, M F","A highly sensitive and specific tetraplex PCR assay for soybean, poultry, horse and pork species identification in sausages: Development and validation",MEAT SCI,2014,ISI WEB OF SCI,98,10.1016/j.meatsci.2014.06.006,,
"Taha, Muhammad; Ismail, Nor Hadiani; Jamil, Waqas; Rashwan, Hesham; Kashif, Syed Muhammad; Sain, Amyra Amat; Adenan, Mohd Ilham; Anouar, El Hassane; Ali, Muhammad; Rahim, Fazal; Khan, Khalid M",Synthesis of novel derivatives of 4-methylbenzimidazole and evaluation of their biological activities,EUR J MED CHEM,2014,ISI WEB OF SCI,84,10.1016/j.ejmech.2014.07.078,,
"Naeemullah; Kazi, Tasneem Gul; Afridi, Hassan Imran; Shah, Faheem; Arain, Sadaf Sadia; Panhwar, Abdul Haleem; Arain, Salma Aslam; Arain, Mohammad Balal",Development of green miniaturized dispersive ionic Liquid nano-emulsion method for preconcentration of cadmium from canal and waste water samples prior to coupling with graphite furnace atomic absorption spectrometry,ANAL METHODS-UK,2014,ISI WEB OF SCI,6,10.1039/c4ay01280a,,
"Shah, Ambreen; Khuhawar, M Y; Shah, Asif Ali","Preparation and Characterization of Poly Metal Complexes Derived from 5,5 '-Methylenebis(2-Hydroxy Benzaldehyde) and 6,6 '-Methylenebis(2-hydroxy naphthaldehyde) with Hydrazine and 4-Amino Phenyl Ether",ASIAN J CHEM,2014,ISI WEB OF SCI,26,,,
"Baig, Jameel Ahmed; Elci, Latif; Khan, Muhammad Irfan; Kazi, Tasneem Gul",Determination of Total Chromium at Ultratrace Levels in Water and Soil Samples by Coprecipitation Microsample Injection System Flame Atomic Absorption Spectrometry,J AOAC INT,2014,ISI WEB OF SCI,97,10.5740/jaoacint.12-139,,
"Hayat, Amir; Jahangir, Taj Muhammad; Khuhawar, Muhammad Yar; Alamgir, Malik; Siddiqui, Amna Jabbar; Musharraf, Syed Ghulam",Simultaneous HPLC determination of gamma amino butyric acid (GABA) and lysine in selected Pakistani rice varieties by pre-column derivatization with 2-Hydroxynaphthaldehyde,J CEREAL SCI,2014,ISI WEB OF SCI,60,10.1016/j.jcs.2014.05.011,,
"Agheem, Muhammad Hassan; Shah, Mohammad Tahir; Khan, Tahseenullah; Murata, Mamoru; Arif, Muhammad; Dars, Humaira","Shigar valley gemstones, their chemical composition and origin, Skardu, Gilgit-Baltistan, Pakistan",ARAB J GEOSCI,2014,ISI WEB OF SCI,7,10.1007/s12517-013-1045-8,,
"Shar, Z H; Sumbal, G A; Sherazi, S T H; Bhanger, M I; Nizamani, S M",Natural co-occurrence of aflatoxins and deoxynivalenol in poultry feed in Pakistan,FOOD ADDIT CONTAM B,2014,ISI WEB OF SCI,7,10.1080/19393210.2013.867904,,
"Memon, Shahabuddin; Laghari, Abdul Hafeez; Kandhro, Aftab A; Memon, Fakhar N; Nelofar, Aisha",Purification of flavonoid metal complexes from Alhagi camelorum with calix[4]arene based impregnated resin,ANAL METHODS-UK,2014,ISI WEB OF SCI,6,10.1039/c4ay00167b,,
"Liu, Yu-Ru; Laghari, Zulfiqar A; Novoa, Carolina A; Hughes, Jaime; Webster, Jamie R M; Goodwin, Paul E; Wheatley, Sally P; Scotting, Paul J",Sox2 acts as a transcriptional repressor in neural stem cells,BMC NEUROSCI,2014,ISI WEB OF SCI,15,10.1186/1471-2202-15-95,,
"Khan, Sumaira; Yilmaz, Erkan; Kazi, Tasneem Gul; Soylak, Mustafa",Vortex Assisted Liquid-Liquid Microextraction Using Triton X-114 for Ultratrace Cadmium Prior to Analysis,CLEAN-SOIL AIR WATER,2014,ISI WEB OF SCI,42,10.1002/clen.201300486,,
"Safdar, M; Junejo, Y; Arman, K; Abasiyanik, M F",Rapid Bovine and Caprine species Identification in Ruminant Feeds by Duplex Real-Time PCR Melting Curve Analysis Using EvaGreen Fluorescence Dye,MOL BIOTECHNOL,2014,ISI WEB OF SCI,56,10.1007/s12033-014-9756-y,,
"Afridi, Hassan Imran; Kazi, Tasneem Gul; Talpur, Farah Naz; Kazi, Atif; Arain, Sadaf Sadia; Arain, Salma Aslam; Brahman, Kapil Dev; Panhwar, Abdul Haleem; Naeemullah; Shezadi, Mariam; Ali, Jamshed",Interaction Between Essential Elements Selenium and Zinc with Cadmium and Mercury in Samples from Hypertensive Patients,BIOL TRACE ELEM RES,2014,ISI WEB OF SCI,160,10.1007/s12011-014-0048-y,,
"Arain, Salma Aslam; Kazi, Tasneem G; Afridi, Hassan Imran; Talpur, Farah Naz; Mughal, Moina Akhtar; Shah, Faheem; Arain, Sadaf Sadia; Panhwar, Abdul Haleem",Estimation of Copper and Iron Burden in Biological Samples of Various Stages of Hepatitis C and Liver Cirrhosis Patients,BIOL TRACE ELEM RES,2014,ISI WEB OF SCI,160,10.1007/s12011-014-0058-9,,
"Pekiner, Ozlem Zeynep; Naeemullah; Tuzen, Mustafa",Preconcentration and speciation of vanadium by three phases liquid-liquid microextraction prior to electrothermal atomic absorption spectrometry,J IND ENG CHEM,2014,ISI WEB OF SCI,20,10.1016/j.jiec.2013.08.037,,
"Jamil, Waqas; Perveen, Shagufta; Shah, Syed Adnan Ali; Taha, Muhammad; Ismail, Nor Hadiani; Perveen, Shahnaz; Ambreen, Nida; Khan, Khalid M; Choudhary, Muhammad I",Phenoxyacetohydrazide Schiff Bases: beta-Glucuronidase Inhibitors,MOLECULES,2014,ISI WEB OF SCI,19,10.3390/molecules19078788,,
"Bano, Shaista; Vankemmelbeke, Mireille; Penfold, Christopher N; James, Richard",Detection of induced synthesis of colicin E9 using ColE9p::gfpmut2 based reporter system,WORLD J MICROB BIOT,2014,ISI WEB OF SCI,30,10.1007/s11274-014-1635-y,,
"Esir, S; Junejo, Y; Baykal, A; Toprak, M; Sozeri, H","SrFe12O19/Zn0.65Ni0.25Cu0.1Fe2O4 Core-Shell Nanocomposite: Synthesis, Chracterization and Catalytic Activity in Aqueous Solution",J INORG ORGANOMET P,2014,ISI WEB OF SCI,24,10.1007/s10904-014-0031-2,,
"Merle, Didier; Pacaud, Jean-Michel; Metais, Gregoire; Bartolini, Annachiara; Lashari, Rafiq A; Brohi, Imdad A; Solangi, Sarfraz H; Marivaux, Laurent; Welcomme, Jean-Loup","Volutidae (Mollusca: Gastropoda) of the Lakhra Formation (Earliest Eocene, Sindh, Pakistan): systematics, biostratigraphy and paleobiogeography",ZOOTAXA,2014,ISI WEB OF SCI,3826,,,
"Siyal, Ali N; Elci, Latif; Memon, Saima Q; Akdogan, Abdullah; Hol, Aysen; Kartal, Aslihan Arslan; Khuhawar, Muhammad Yar",Synthesis and characterisation of novel chelating resin for selective preconcentration and trace determination of Pb(II) ions in aqueous samples by innovative microsample injection system coupled flame atomic absorption spectrometry,INT J ENVIRON AN CH,2014,ISI WEB OF SCI,94,10.1080/03067319.2013.871716,,
"Kandhro, Abdul Jabbar; Khuhawar, Muhammad Yar",Micellar Electrokinetic Capillary Chromatography Determination of Guanidino Compounds in Serum of Uremic Patients by using Pyridoin as Derivatizing Reagent.,J CHEM SOC PAKISTAN,2014,ISI WEB OF SCI,36,,,
"Aziz, Ahmad Nazif; Taha, Muhammad; Ismail, Nor Hadiani; Anouar, El Hassane; Yousuf, Sammer; Jamil, Waqas; Awang, Khalijah; Ahmat, Norizan; Khan, Khalid M; Kashif, Syed Muhammad","Synthesis, Crystal Structure, DFT Studies and Evaluation of the Antioxidant Activity of 3,4-Dimethoxybenzenamine Schiff Bases",MOLECULES,2014,ISI WEB OF SCI,19,10.3390/molecules19068414,,
"Memon, Fakhar N; Memon, Shahabuddin; Minhas, Fozia T",Rapid transfer of methyl red using calix[6]arene as a carrier in a bulk liquid membrane,CR CHIM,2014,ISI WEB OF SCI,17,10.1016/j.crci.2013.09.015,,
"Naz, Saba; Sherazi, Syed Tufail Hussain; Talpur, Farah Naz; Kara, Huseyin; Uddin, Siraj; Khaskheli, Abdul Rauf",Chemical Characterization of Canola and Sunflower Oil Deodorizer Distillates,POL J FOOD NUTR SCI,2014,ISI WEB OF SCI,64,10.2478/pjfns-2013-0008,,
"Waryani, B; Dai, R; Panhwar, S K; Zhao, Y; Zhang, J; Zhang, C; Cao, W","Length- weight relationships for five loach species collected from the Jinshajiang River, China",J APPL ICHTHYOL,2014,ISI WEB OF SCI,30,10.1111/jai.12387,,
"Wadhwa, Sham Kumar; Tuzen, Mustafa; Kazi, Tasneem Gul; Soylak, Mustafa; Hazer, Baki","Polyhydroxybutyrate-b-polyethyleneglycol block copolymer for the solid phase extraction of lead and copper in water, baby foods, tea and coffee samples",FOOD CHEM,2014,ISI WEB OF SCI,152,10.1016/j.foodchem.2013.11.133,,
"Abro, Kamran; Mahesar, Sarfaraz Ahmed; Iqbal, Seema; Perveen, Shahnaz",Quantification of malachite green in fish feed utilising liquid chromatography-tandem mass spectrometry with a monolithic column,FOOD ADDIT CONTAM A,2014,ISI WEB OF SCI,31,10.1080/19440049.2014.893398,,
"Rage, Jean-Claude; Metais, Gregoire; Bartolini, Annachiara; Brohi, Imdad A; Lashari, Rafiq A; Marivaux, Laurent; Merle, Didier; Solangi, Sarfraz H",First report of the giant snake Gigantophis (Madtsoiidae) from the Paleocene of Pakistan: Paleobiogeographic implications,GEOBIOS-LYON,2014,ISI WEB OF SCI,47,10.1016/j.geobios.2014.03.004,,
"Jalbani, Nusrat; Kazi, Tasneem G; Jamali, Mohammad K; Arain, Bilal M; Afridi, Hassan I; Balouch, Aamna","Evaluation of aluminum contents in different bakery foods by electrothermal atomic absorption spectrometer (vol 20, pg 226, 2007)",J FOOD COMPOS ANAL,2014,ISI WEB OF SCI,34,10.1016/j.jfca.2014.02.002,,
"Afridi, Hassan Imran; Kazi, Tasneem Gul; Talpur, Farah Naz; Kazi, Atif; Arain, Sadaf Sadia; Arain, Salma Aslam; Brahman, Kapil Dev; Panhwar, Abdul Haleem; Naeemullah",Interaction Between Selenium and Mercury in Biological Samples of Pakistani Myocardial Infarction Patients at Different Stages as Related to Controls,BIOL TRACE ELEM RES,2014,ISI WEB OF SCI,158,10.1007/s12011-014-9932-8,,
"Khan, Khalid M; Jamil, Waqas; Ambreen, Nida; Taha, Muhammad; Perveen, Shahnaz; Morales, Guillermo A",An expeditious synthetic approach towards the synthesis of Bis-Schiff bases (aldazines) using ultrasound,ULTRASON SONOCHEM,2014,ISI WEB OF SCI,21,10.1016/j.ultsonch.2013.12.011,,
"Panhwar, Qadeer K; Memon, Shahabuddin","Synthesis, characterisation, and antioxidant study of Cr(III)-rutin complex",CHEM PAP,2014,ISI WEB OF SCI,68,10.2478/s11696-013-0494-6,,
"Memon, Sibghatullah; Memon, Shahabuddin; Memon, Najma",A highly efficient p-tert-butylcalix[8] arene-based modified silica for the removal of Hexachlorocyclohexane isomers from aqueous media,DESALIN WATER TREAT,2014,ISI WEB OF SCI,52,10.1080/19443994.2013.794710,,
"Shaikh, Huma; Memon, Najma; Bhanger, M I; Nizamani, S M; Denizli, Adil",Core-shell molecularly imprinted polymer-based solid-phase microextraction fiber for ultra trace analysis of endosulfan I and II in real aqueous matrix through gas chromatography-micro electron capture detector,J CHROMATOGR A,2014,ISI WEB OF SCI,1337,10.1016/j.chroma.2014.02.035,,
"Khan, Sumaira; Kazi, Tasneem Gul; Soylak, Mustafa",Rapid ionic liquid-based ultrasound assisted dual magnetic microextraction to preconcentrate and separate cadmium-4-(2-thiazolylazo)-resorcinol complex from environmental and biological samples,SPECTROCHIM ACTA A,2014,ISI WEB OF SCI,123,10.1016/j.saa.2013.12.065,,
"Mallah, Arfana; Memon, Saima Qayyum; Solangi, Amber Rehana; Khan, Abdullah; Khuhawar, Muhammad Yar; Bhanger, Muhammad Iqbal","Separation and Determination of Chromium (III) Chromium (VI), Gold (III) and Arsenic (V) by Capillary Zone Electrophoresis Using 2-Acetylpyridine-4-phenylthiosemicarbazone as Complexing Reagent",J CHEM SOC PAKISTAN,2014,ISI WEB OF SCI,36,,,
"Shah, Ambreen; Khuhawar, Muhammad Yar; Shah, Asif Ali","Evaluation of Sorption Behavior of Polymeric Resin [poly 4, 4 '-(naphthyl bis(oxy))bisbenzaldehyde ethylenediamine] for Cu (II) and Ni (II) ions",J CHEM SOC PAKISTAN,2014,ISI WEB OF SCI,36,,,
"Alamgir, Malik; Hayat, Amir; Majidano, Asghar Ali; Khuhawar, Muhammad Yar","Spectrophotometric Determination of Metformin in Pharmaceutical Preparations, Serum and Urine using Benzoin as Derivatizing Reagent",J CHEM SOC PAKISTAN,2014,ISI WEB OF SCI,36,,,
"Punhal, Lashari; Laghari, Muhammad Younis; Narejo, Naeem Tariq; Zhang, Xiaofeng; Xu, Peng; Sun, Xiaowen; Zhang, Yan",QTL for Short-Duration Vigorous Swimming Movements in Common Carp (Cyprinus carpio L.) Based on LDH Activity,PAK J ZOOL,2014,ISI WEB OF SCI,46,,,
"Shaikh, Abdul Wasim; Memon, Ghulam Qadir",Analytical and numerical solutions of fluid flow filled with and without porous media in circular pipes,APPL MATH COMPUT,2014,ISI WEB OF SCI,232,10.1016/j.amc.2014.01.038,,
"Brahman, Kapil D; Kazi, Tasneem G; Baig, Jameel A; Afridi, Hassan I; Khan, Abdullah; Arain, Sadaf S; Arain, Muhammad B","Fluoride and arsenic exposure through water and grain crops in Nagarparkar, Pakistan",CHEMOSPHERE,2014,ISI WEB OF SCI,100,10.1016/j.chemosphere.2013.11.035,,
"Bhatti, Asif Ali; Memon, Shahabuddin; Memon, Najma",Dichromate Extraction by Calix[4] arene Appended Amberlite XAD-4 Resin,SEP SCI TECHNOL,2014,ISI WEB OF SCI,49,10.1080/01496395.2013.862722,,
"Bhatti, Asif Ali; Memon, Shahabuddin; Memon, Najma",Synthesis and Dichromate Extraction Study of Calix[4]arene Derivative,POLYCYCL AROMAT COMP,2014,ISI WEB OF SCI,34,10.1080/10406638.2013.857357,,
"Farrukh, Sarah; Minhas, Fozia T; Hussain, Arshad; Memon, Shahabuddin; Bhanger, M I; Mujahid, M","Preparation, Characterization, and Applicability of Novel Calix[4] arene- Based Cellulose Acetate Membranes in Gas Permeation",J APPL POLYM SCI,2014,ISI WEB OF SCI,131,,,
"Tahir, R; Bux, H; Kazi, A G; Rasheed, A; Napar, A A; Ajmal, S U; Mujeeb-Kazi, A",Evaluation of Pakistani Elite Wheat Germplasm for T1BL.1RS Chromosome Translocation,J AGR SCI TECH-IRAN,2014,ISI WEB OF SCI,16,,,
"Junejo, Yasmeen; Baykal, A; Sirajuddin",Green Chemical Synthesis of Silver Nanoparticles and its Catalytic Activity,J INORG ORGANOMET P,2014,ISI WEB OF SCI,24,10.1007/s10904-013-9974-y,,
"Naeemullah; Kazi, Tasneem Gul; Tuzen, Mustafa; Shah, Faheem; Afridi, Hassan Imran; Citak, Demirhan",Development of a new green non-dispersive ionic liquid microextraction method in a narrow glass column for determination of cadmium prior to couple with graphite furnace atomic absorption S pectrometry,ANAL CHIM ACTA,2014,ISI WEB OF SCI,812,10.1016/j.aca.2013.12.034,,
"Laghari, Abdul Hafeez; Memon, Shahabuddin; Nelofar, Aisha; Khan, Khalid M",DETERMINATION OF VOLATILE CONSTITUENTS AND ANTIMICROBIAL ACTIVITY OF CAMEL THORN (ALHAGI CAMELORUM) FLOWERS,ANAL LETT,2014,ISI WEB OF SCI,47,10.1080/00032719.2013.841178,,
"Amir, Rabia; Minhas, Nasir M; Kazi, Alvina Gul; Farrakh, Sumaira; Ali, Ahmad; Bux, Hadi; Kazi, Mujeeb",Phenotypic and genotypic characterization of wheat landraces of Pakistan,EMIR J FOOD AGR,2014,ISI WEB OF SCI,26,10.9755/ejfa.v26i2.17008,,
"Kalhoro, Muhsan Ali; Liu, Qun; Waryani, Baradi; Panhwar, Sher Khan; Memon, Khadim Hussain","Growth and Mortality of Brushtooth Lizardfish, Saurida undosquamis, from Pakistani Waters",PAK J ZOOL,2014,ISI WEB OF SCI,46,,,
"Panhwar, Waheed Ali; Sultana, Riffat; Wagan, Muhammad Saeed; Khatari, Imran; Kumar, Santosh",Systematic Study on the Various Tribes of Phaneropterinae (Tettigonioidea: Orthoptera) Occurring in Pakistan,PAK J ZOOL,2014,ISI WEB OF SCI,46,,,
"Memon, Rabia Asma; Bhatti, G Raza; Khalid, Shahida; Ahmed, Shakeel","ILLUSTRATED WEED FLORA OF COTTON CROP OF KHAIRPUR DISTRICT, SINDH, PAKISTAN",PAK J BOT,2014,ISI WEB OF SCI,46,,,
"Shar, Z H; Sumbal, G A; Sherazi, S T H; Bhanger, M I; Nizamani, S M",Determination of Deoxynivalenol in Poultry Feed by Three Gas Chromatographic Detection Techniques,CHROMATOGRAPHIA,2014,ISI WEB OF SCI,77,10.1007/s10337-013-2587-3,,
"Kazi, Tasneem G; Shah, Faheem; Shaikh, Haffeezur Rehman; Afridi, Hassan Imran; Shah, Afzal; Naeemullah; Arain, Sadaf Sadia","Exposure of lead to mothers and their new born infants, residents of industrial and domestic areas of Pakistan",ENVIRON SCI POLLUT R,2014,ISI WEB OF SCI,21,10.1007/s11356-013-2223-7,,
"Khan, Qaisar; Sultana, Nighat; Bughio, Qasim; Naz, Arab",Role of Language in Gender Identity Formation in Pakistani School Textbooks,INDIAN J GEND STUD,2014,ISI WEB OF SCI,21,10.1177/0971521513511200,,
"Laghari, M Y; Lashari, P; Zhang, X; Xu, P; Xin, B; Zhang, Y; Narejo, N T; Sun, X","Mapping quantitative trait loci (QTL) for body weight, length and condition factor traits in backcross (BC1) family of Common carp (Cyprinus carpio L.)",MOL BIOL REP,2014,ISI WEB OF SCI,41,10.1007/s11033-013-2911-x,,
"Hussain, M S; Rasul, B; Nizamani, A H; Tahir, M",Feasibility of a drift-induced instability in modulated graphene,PHYSICA E,2014,ISI WEB OF SCI,56,10.1016/j.physe.2013.09.010,,
"Junejo, Y; Sirajuddin; Baykal, A; Safdar, M; Balouch, A",A novel green synthesis and characterization of Ag NPs with its ultra-rapid catalytic reduction of methyl green dye,APPL SURF SCI,2014,ISI WEB OF SCI,290,10.1016/j.apsusc.2013.11.106,,
"Abro, Kamran; Memon, Najma; Bhanger, M I; Abro, Suhail; Perveen, Shahnaz; Laghari, A H","DETERMINATION OF VITAMINS E, D3, AND K1 IN PLASMA BY LIQUID CHROMATOGRAPHY-ATMOSPHERIC PRESSURE CHEMICAL IONIZATION-MASS SPECTROMETRY UTILIZING A MONOLITHIC COLUMN",ANAL LETT,2014,ISI WEB OF SCI,47,10.1080/00032719.2013.831424,,
"Afridi, Hassan Imran; Kazi, Tasneem Gul; Talpur, Farah Naz; Naher, Sumsun; Brabazon, Dermot",Relationship between Toxic Metals Exposure via Cigarette Smoking and Rheumatoid Arthritis,CLIN LAB,2014,ISI WEB OF SCI,60,10.7754/Clin.Lab.2014.131117,,
"Khatri, Imran; Rustamani, Maqsood Anwar; Ahmed, Zubair; Sultana, Riffat","Genus Exitianus (Auchenorrhyncha, Cicadellidae, Deltocephalinae, and Chiasmini) in Tando Jam, Sindh, Pakistan",J INSECT SCI,2014,ISI WEB OF SCI,14,10.1093/jisesa/ieu097,,
"Jalbani, Nusrat; Soylak, Mustafa; Munshi, Alia Bano; Kazi, Tasneem Gul",MULTIVARIATE OPTIMIZATION OF PARAMETERS FOR THE DETERMINATION OF THORIUM IN ROCK SAMPLES BY CLOUD POINT EXTRACTION COUPLED TO UV-VISIBLE SPECTROPHOTOMETRY,FRESEN ENVIRON BULL,2014,ISI WEB OF SCI,23,,,
"Sultana, Riffat; Panhwar, Waheed Ali; Wagan, Muhammad Saeed; Khatri, Imran","Systematic status of true katydids Sathrophyllia (Orthoptera, Tettigonioidea, Pseudophyllinae) from Pakistan, with description of two new species",ZOOKEYS,2014,ISI WEB OF SCI,,10.3897/zookeys.466.8423,,
"Arain, Mariam S; Kazi, Tasneem G; Afridi, Hassan I; Arain, Salma A; Ali, Jamshed; Naeemullah; Arain, Sadaf S; Panhwar, Abdul Haleem; Shanker, Bhawani",Preconcentration and determination of manganese in biological samples by dual-cloud point extraction coupled with flame atomic absorption spectrometry,J ANAL ATOM SPECTROM,2014,ISI WEB OF SCI,29,10.1039/c4ja00266k,,
"Arain, Salma Aslam; Kazi, Tasneem G; Afridi, Hassan Imran; Abbasi, Abdul Rasool; Baig, Jameel Ahmed; Panhwar, Abdul Haleem; Ullah, Naeem","Solid phase microextraction of trace levels of copper in serum samples of hepatitis B patients, on activated carbon cloth modified with an ionic liquid by using a syringe mountable filter technique",J ANAL ATOM SPECTROM,2014,ISI WEB OF SCI,29,10.1039/c4ja00304g,,
"Surhio, Muhammad Ali; Talpur, Farah N; Nizamani, Shafi M; Amin, Farah; Bong, Chui Wei; Lee, Choon Weng; Ashraf, M A; Shah, Muhammad Raza",Complete degradation of dimethyl phthalate by biochemical cooperation of the Bacillus thuringiensis strain isolated from cotton field soil,RSC ADV,2014,ISI WEB OF SCI,4,10.1039/c4ra09465d,,
"Naz, Saba; Kara, Huseyin; Sherazi, Syed Tufail Hussain; Aljabour, Abdalaziz; Talpur, Farah Naz",A green approach for the production of biodiesel from fatty acids of corn deodorizer distillate,RSC ADV,2014,ISI WEB OF SCI,4,10.1039/c4ra08108k,,
"Laghari, Muhammad Y; Lashari, Punhal; Zhang, Yan; Sun, Xiaowen",Identification of Quantitative Trait Loci (QTLs) in Aquaculture Species,REV FISH SCI AQUAC,2014,ISI WEB OF SCI,22,10.1080/23308249.2014.931172,,
"Panhwar, Abdul Haleem; Kazi, Tasneem Gul; Afridi, Hassan Imran; Abbasi, Abdul Rasool; Arain, Muhammad Balal; Naeemullah; Arain, Salma Aslam; Arain, Sadaf Sadia; Ali, Jamshed","Ultrasonic-assisted ionic liquid-based microextraction for preconcentration and determination of aluminum in drinking water, blood and urine samples of kidney failure patients: a multivariate study",ANAL METHODS-UK,2014,ISI WEB OF SCI,6,10.1039/c4ay01735h,,
"Panhwar, Abdul Haleem; Kazi, Tasneem Gul; Afridi, Hassan Imran; Talpur, Farah Naz; Arain, Salma; Kazi, Naveed","Distribution of Potassium, Calcium, Magnesium, and Sodium Levels in Biological Samples of Pakistani Hypertensive Patients and Control Subjects",CLIN LAB,2014,ISI WEB OF SCI,60,10.7754/Clin.Lab.2013.130122,,
"Afridi, Hassan Imran; Kazi, Tasneem Gul; Talpur, Farah Naz; Arain, Salma; Arain, Sadaf Sadia; Kazi, Naveed; Panhwar, Abdul Haleem","Distribution of Arsenic, Cadmium, Lead, and Nickel Levels in Biological Samples of Pakistani Hypertensive Patients and Control Subjects",CLIN LAB,2014,ISI WEB OF SCI,60,10.7754/Clin.Lab.2013.130718,,
"Afridi, Hassan Imran; Kazi, Tasneem Gul; Talpur, Farah Naz; Arain, Salma; Arain, Sadaf Sadia; Kazi, Naveed; Panhwar, Abdul Haleem; Brahman, Kapil Dev","Evaluation of Chromium and Manganese in Biological Samples (Scalp Hair, Blood and Urine) of Tuberculosis and Diarrhea Male Human Immunodeficiency Virus Patients",CLIN LAB,2014,ISI WEB OF SCI,60,10.7754/Clin.Lab.2013.130736,,
"Memon, Shahabuddin; Memon, Fakhar N; Durmaz, Fatih; Memon, Naeem A; Memon, Ayaz A; Kara, Huseyin",Simultaneous determination of some basic dyes using p-tetranitrocalix[4]arene-appended silica-based HPLC column,ANAL METHODS-UK,2014,ISI WEB OF SCI,6,10.1039/c4ay01046a,,
